word,freq
จาน,2745
จริงจัง,2742
เพราะว่า,2736
เม็ด,2733
ท่อ,2731
ปรับตัว,2727
กล่าวหา,2719
สาธารณะ,2718
มั่นใจ,2709
ก่อสร้าง,2709
ปู,2708
แห้ง,2704
หลังจากนั้น,2704
เหลือง,2701
สัญลักษณ์,2701
กลไก,2699
เพราะฉะนั้น,2697
ไหว้,2695
จันทร์,2694
เคารพ,2694
รูปร่าง,2692
กษัตริย์,2692
ก้ม,2692
พยัก,2692
สะสม,2686
ลี,2685
ใช้งาน,2684
สัดส่วน,2664
ขวา,2664
แนวโน้ม,2662
หลักสูตร,2658
ดอกเบี้ย,2657
ตอบแทน,2655
การคลัง,2655
อยุธยา,2655
พยาน,2652
พม่า,2652
ยินยอม,2651
ทัน,2647
บุรี,2647
ชัก,2642
ไข่,2638
โท,2636
หมู,2635
บุคลากร,2634
ชื่อเสียง,2632
บ่น,2630
เอก,2626
ตำนาน,2623
เผา,2623
มิให้,2618
ฟื้นฟู,2618
ส่วนร่วม,2613
ที่แล้ว,2612
ข้อตกลง,2611
ถ่ายทอด,2611
ตัวละคร,2610
เบื้องต้น,2608
นาฬิกา,2600
แน่น,2598
สูญเสีย,2594
ลำบาก,2590
ลาน,2584
กระ,2581
ดับ,2581
สมัคร,2581
ยิ่งใหญ่,2580
ก๊าซ,2580
มีอายุ,2577
นิทาน,2575
ตระหนัก,2572
ภูมิ,2572
แสวงหา,2571
โทร,2571
มืด,2570
ดีใจ,2563
พี่ชาย,2562
ฤดู,2561
แย่,2558
ตรงข้าม,2557
แต่ว่า,2555
นี,2551
รอยยิ้ม,2544
เฉลี่ย,2542
อาทิ,2541
ระเบิด,2540
รองเท้า,2536
บันได,2536
กังวล,2535
เชื่อมโยง,2533
หลุด,2530
เหลือเกิน,2528
ขับ,2527
ชิน,2520
แปลง,2519
ได้ที่,2519
ยากจน,2518
มหานคร,2510
ผู้ปกครอง,2508
คุม,2507
วัยรุ่น,2504
ปรากฏการณ์,2503
โซ,2503
ผู้ใช้,2503
รัฐสภา,2500
สื่อมวลชน,2498
เผยแพร่,2498
ถัด,2497
คลอง,2495
ยกเลิก,2493
ตื่นเต้น,2492
หัก,2490
เก้าอี้,2490
อักษร,2489
ค,2486
ย่า,2485
แปด,2482
ปฏิวัติ,2481
ป่วย,2480
ซัก,2479
แขก,2478
ถึงกับ,2477
นิตยสาร,2476
ปู่,2475
ประสาท,2473
เกียรติ,2470
ทอด,2470
น้ำตา,2468
ปราศจาก,2463
โชคดี,2462
กว้างขวาง,2461
กำจัด,2461
ตุลาคม,2459
ผู้จัดการ,2451
จดหมาย,2446
ผู้บริโภค,2446
ดินแดน,2444
พระยา,2444
พูดคุย,2443
ขยับ,2443
เจ็ด,2442
เสียก่อน,2441
ศูนย์กลาง,2437
สนทนา,2433
เสือ,2432
ล้ม,2430
เด็ดขาด,2429
ตกเป็น,2428
ขี้,2426
เซลล์,2425
ตรา,2422
ตะ,2419
ภาคใต้,2417
ประกอบการ,2411
ลาว,2410
ยะ,2407
กางเกง,2406
เอส,2405
วาระ,2403
เบื่อ,2400
รถไฟ,2400
ชาติไทย,2395
ใกล้เคียง,2394
สิ้นสุด,2391
ขอโทษ,2389
วรรณคดี,2389
โล,2389
ตำบล,2383
รอด,2381
เดี๋ยวนี้,2380
ซอย,2371
แผล,2368
เครือข่าย,2367
บุหรี่,2363
หนา,2359
เติม,2356
โก,2355
หัวข้อ,2353
เข้ม,2353
คว้า,2350
กิ,2349
ศีลธรรม,2347
จารึก,2347
เศษ,2346
ใช้ได้,2345
หล่อ,2345
ลักษณ์,2342
ผลไม้,2341
หญ้า,2339
คอมมิวนิสต์,2337
แถบ,2336
หลีกเลี่ยง,2336
เท,2336
สภาวะ,2335
โย,2332
ล่วงหน้า,2331
จดทะเบียน,2329
รู้ตัว,2328
เชื่อม,2328
บาดเจ็บ,2328
เล,2327
ระบาย,2325
หมายเลข,2324
อบรม,2323
ข้อบังคับ,2320
ปลัด,2319
ทั้งคู่,2319
ตะโกน,2317
เม,2314
แข็ง,2310
กองทัพ,2307
บี,2304
หมวด,2303
อาเซียน,2303
ท่ามกลาง,2301
ค้าง,2301
เหล้า,2299
กอด,2298
ตัวแปร,2297
หารือ,2296
ริน,2296
สวรรค์,2296
จา,2294
ธิ,2292
ทำท่า,2286
คุณหมอ,2285
พรรคการเมือง,2283
กันและกัน,2283
ปัก,2283
ชิง,2283
เหล็ก,2282
เดือดร้อน,2281
ออกเสียง,2281
ถัง,2280
สั่น,2279
คัดเลือก,2277
ก้อน,2276
โปรแกรม,2274
อุปสรรค,2272
มิติ,2270
แต่อย่างใด,2270
โมง,2267
เหรียญ,2266
เจ้านาย,2263
ปรกติ,2256
ตอบสนอง,2256
ราชอาณาจักร,2251
อนุรักษ์,2251
รายจ่าย,2250
บวก,2246
20,2244
เครื่องหมาย,2243
เศรษฐศาสตร์,2242
ฉลาด,2235
เด่น,2235
ประพฤติ,2234
สิทธิ์,2230
ที่จริง,2229
ขอบเขต,2228
คม,2222
เอ็ม,2222
จมูก,2221
จนกว่า,2218
คนงาน,2218
ศตวรรษ,2216
นับว่า,2214
พระพุทธเจ้า,2214
บทความ,2213
ปั้น,2213
ครอบครอง,2212
ศัตรู,2210
ทักษิณ,2210
ผูก,2210
จอมพล,2209
กำลังใจ,2204
กระจก,2203
ทุนนิยม,2198
กุล,2197
บรรลุ,2193
ทดแทน,2192
กำไร,2192
ราษฎร,2190
ค่าจ้าง,2188
มุก,2185
นิยาม,2183
เชื่อมั่น,2179
งดงาม,2178
ถึงแม้,2177
ครัว,2175
ขยะ,2172
เหยื่อ,2171
อวัยวะ,2170
รองรับ,2165
เป็นไร,2165
เห,2163
บ่าย,2161
เบอร์,2156
ชี้แจง,2155
สูบ,2155
อากร,2152
สากล,2151
ขณะเดียวกัน,2150
รุ่ง,2150
กันเอง,2148
กัด,2147
แข่ง,2147
จำคุก,2147
กฎหมายแพ่ง,2144
เครื่องบิน,2143
ข่าย,2143
ขอรับ,2140
ที่ปรึกษา,2140
ตระกูล,2139
เว้นแต่,2137
เน,2137
มีชื่อ,2136
กิจ,2136
จริยธรรม,2135
สระ,2134
ผ่าตัด,2133
ทางเลือก,2131
เสียหาย,2131
นักการเมือง,2127
ชื่อว่า,2126
แฟชั่น,2125
พระบรม,2125
โชว์,2115
ประหยัด,2115
อบอุ่น,2115
ถ้อยคำ,2111
กู้,2108
เพียงใด,2106
ลาก,2106
ป้าย,2106
สบายใจ,2105
เหล่า,2105
ตำรา,2101
สมบัติ,2100
นี่แหละ,2100
ล่าสุด,2098
ค้นพบ,2097
เมื่อไหร่,2096
จัดหา,2095
ย,2092
นม,2091
ผู้ผลิต,2090
ย้ำ,2090
ชู,2089
กวี,2085
วิจารณ์,2082
น,2080
เสียใจ,2080
ธันวาคม,2073
ชั่วคราว,2073
เข้มแข็ง,2071
ค่ำ,2071
15,2070
พรุ่งนี้,2067
พิพากษา,2064
สบ,2064
นี้เอง,2061
ประชาธิปัตย์,2060
มีเสียง,2058
ศักยภาพ,2058
รู,2057
ผืน,2055
เบิก,2053
ค่านิยม,2053
สถิติ,2052
ยาง,2051
ผิวหนัง,2046
ล้อ,2045
มีด,2044
ความพยายาม,2043
กล้ามเนื้อ,2042
ความดี,2042
ความรุนแรง,2042
ประมง,2042
ยาเสพติด,2040
เสื่อม,2040
จัดสรร,2040
ความรับผิดชอบ,2037
ขวบ,2037
ลาออก,2032
ข,2032
กลางวัน,2026
เผชิญ,2024
สังกัด,2024
นอกเหนือ,2017
เทียน,2016
ยุ่ง,2013
มึง,2013
พุ่ง,2009
พฤษภาคม,2009
วิน,2009
ชั่น,2008
หมุน,2008
สาธารณสุข,2008
คลอด,2008
วัสดุ,2006
พระราชทาน,2004
ลัทธิ,1999
ฝึกอบรม,1998
ด่า,1995
สูตร,1994
ทับ,1993
อุบัติเหตุ,1990
อุดมศึกษา,1989
ดั้งเดิม,1987
ไร,1987
ห้องน้ำ,1986
เคลื่อน,1985
ส่าย,1984
คิ้ว,1981
อาย,1977
ผิดพลาด,1974
นักวิชาการ,1972
เสา,1972
ไหม้,1970
หน้าต่าง,1967
ครอง,1965
ประดับ,1965
พอสมควร,1964
มายัง,1962
งง,1962
อนุกรรมการ,1962
ตรงกันข้าม,1961
เงา,1961
จัดงาน,1959
ดอลลาร์,1959
ขวด,1957
ซ่อน,1954
ครอบคลุม,1954
ปกป้อง,1954
บริสุทธิ์,1951
รัฐมนตรีว่าการ,1951
เข้าถึง,1951
ย่าง,1950
คุ้นเคย,1949
แปลกใจ,1949
พักผ่อน,1945
ครรภ์,1945
เพียงแค่,1944
วินัย,1943
บำบัด,1943
กล้อง,1940
นักท่องเที่ยว,1938
เชียว,1937
กาแฟ,1936
เผย,1936
กำแพง,1934
ร่วมมือ,1934
กลางคืน,1933
เท่าไร,1931
สงสาร,1930
พร้อมทั้ง,1929
ซ้อน,1929
เกลียด,1923
มิตร,1923
ชื่นชม,1922
ขบวนการ,1922
นักวิจัย,1917
จิตวิทยา,1916
กริยา,1915
ค้นหา,1912
เที่ยง,1909
บัว,1906
ฮะ,1906
ส่วนมาก,1905
กระดูก,1905
สเปน,1905
รบ,1905
ธาตุ,1900
ดารา,1899
0,1898
อาบน้ำ,1898
เออ,1898
ศุลกากร,1894
คู่กรณี,1893
ศาสตราจารย์,1892
แดด,1891
กล่อง,1890
วินาที,1888
ซื้อขาย,1888
ครัวเรือน,1888
สะพาน,1887
จะเห็นได้ว่า,1887
เป็นอัน,1883
ทาส,1881
โจมตี,1880
พลิก,1879
ข้อสังเกต,1878
พระพุทธศาสนา,1875
กระทำการ,1874
ตัก,1872
แผนการ,1871
มะ,1868
บาน,1868
เจ็บปวด,1865
จ้อง,1862
แมน,1862
ทันสมัย,1861
รัฐวิสาหกิจ,1857
12,1856
ส่อง,1854
ไขมัน,1853
อภิปราย,1850
กำกับ,1850
ผู้ทรง,1848
เปอร์เซ็นต์,1846
ประเมินผล,1846
ซับซ้อน,1845
ยักษ์,1842
แวะ,1841
คำแนะนำ,1840
นึง,1840
มูลนิธิ,1839
อ้าว,1839
ต้อนรับ,1838
ทีละ,1838
ขุน,1838
ยศ,1836
วุ่นวาย,1835
แกล้ง,1835
ฝัง,1834
สำนวน,1831
อพยพ,1826
ไหล่,1825
ว่าความ,1824
มกราคม,1824
อุดหนุน,1823
ยาวนาน,1820
ร้ายแรง,1819
คำขอ,1819
เหมือนเดิม,1817
ปรัชญา,1815
ศรัทธา,1814
กระโดด,1814
อุดมการณ์,1811
ยี่สิบ,1811
พัด,1811
ผู้สื่อข่าว,1809
นนท์,1809
มีนาคม,1809
นุ,1809
ถอด,1809
ระมัดระวัง,1806
ผู้ช่วย,1804
เลข,1803
ศาสตร์,1801
ความหวัง,1799
เจาะ,1799
ภารกิจ,1797
พิ,1795
ส้ม,1794
ใช้จ่าย,1794
คบ,1794
เสมือน,1793
เครียด,1793
มงคล,1792
แมว,1787
ชุมนุม,1786
เจ้าหญิง,1786
หลอก,1784
ทบทวน,1783
แวว,1783
ลงมือ,1781
พนัน,1781
จินตนาการ,1781
ตกแต่ง,1780
ราศี,1780
เชื้อเพลิง,1779
เท่าเทียม,1779
สวัสดิการ,1777
30,1775
กุมภาพันธ์,1774
งบ,1772
บริจาค,1772
คำอธิบาย,1770
ถ้วย,1770
กลม,1767
อุป,1765
ศาลฎีกา,1764
นักเขียน,1763
จัก,1762
ศัพท์,1762
สิงคโปร์,1762
หอย,1759
อีตา,1759
ที่รัก,1758
หน,1756
เท่าใด,1754
สดใส,1752
สับสน,1751
ระงับ,1751
ปราบปราม,1750
ผลักดัน,1750
ลูกหลาน,1746
หนอง,1745
ต้า,1745
ช้อน,1744
มลพิษ,1744
บังเอิญ,1743
สถานภาพ,1737
อายุความ,1736
สูงอายุ,1735
ท่าที,1734
แชมป์,1733
ปฏิกิริยา,1730
มาร์,1728
ข้อเสนอ,1724
นับตั้งแต่,1723
พิการ,1723
ต้ม,1719
หิว,1718
สนอง,1716
ว่าที่,1716
สลับ,1713
ย้อน,1711
กรกฎาคม,1710
เมตตา,1710
ขัดแย้ง,1707
แก้ม,1707
จูงใจ,1705
ออกกำลังกาย,1704
เดา,1704
ลิ้น,1702
พนักงานเจ้าหน้าที่,1701
สำนึก,1701
เมษายน,1700
อ้วน,1699
แดน,1698
มะเร็ง,1697
คุณธรรม,1696
ซู,1696
ฝูง,1695
จับกุม,1693
ตอนแรก,1693
ลึกซึ้ง,1693
อดทน,1692
รัตน์,1692
เอ็น,1692
ประหลาด,1691
กาล,1690
ตอบโต้,1689
เยอรมัน,1687
กุหลาบ,1686
ตลก,1686
พระบาทสมเด็จ,1686
ขวัญ,1685
จี้,1685
เจ้าชาย,1683
มณี,1681
เผ่า,1680
ผสมผสาน,1680
อำนวย,1680
ผนัง,1677
ผู้ฟัง,1671
ประทับใจ,1671
ประกาย,1671
ทุ่ม,1670
สมมติ,1670
อัล,1669
พ่อค้า,1669
ชรา,1668
ยืด,1666
ลมหายใจ,1665
คณะกรรมาธิการ,1664
ชายแดน,1663
ไซ,1662
อุณหภูมิ,1662
สนุกสนาน,1662
เอ่อ,1660
กันยายน,1659
อ้อม,1659
มื้อ,1658
ดุ,1657
ชอบธรรม,1656
ย่าน,1652
ภูเขา,1650
ผู้ประกอบการ,1650
เก้า,1650
ศิริ,1648
เนื่องมาจาก,1647
พึ่ง,1645
พงษ์,1645
อภิสิทธิ์,1644
จด,1642
รายชื่อ,1641
วรรณกรรม,1641
วัว,1639
ยกย่อง,1637
รัง,1634
สม่ำเสมอ,1633
เลี้ยงดู,1633
ครู่,1633
กฎกระทรวง,1630
เรียว,1630
บำรุง,1629
ทัศนคติ,1629
ชมพู,1628
น่าเชื่อ,1627
กระทั่ง,1627
รัสเซีย,1627
ทำบุญ,1625
แจก,1625
อนุ,1624
ล้อม,1624
เฮ,1624
คอลัมน์,1623
ด้วยเหตุนี้,1622
ไว,1621
บ่อ,1621
ประพันธ์,1621
ทักษะ,1620
คัดค้าน,1620
ประชา,1620
องศา,1618
มัว,1618
ทำตัว,1615
รวมตัว,1614
พลาด,1614
การ์ตูน,1614
สิ่งของ,1612
รับผิด,1611
เกรง,1608
บัดนี้,1607
หาง,1607
ขี่,1606
กุศล,1605
เปลือก,1605
มหาดไทย,1604
ทารก,1603
ในที่สุด,1602
ต่างชาติ,1602
ค่าย,1600
ขโมย,1598
ร่วง,1597
ดวงอาทิตย์,1596
ยุ,1595
ห่อ,1595
กิโลเมตร,1595
เอกลักษณ์,1593
แค่นี้,1592
เยือน,1591
อิ่ม,1590
โค้ง,1590
สมการ,1590
ริมฝีปาก,1589
ขบวน,1585
บันเทิง,1584
สะ,1584
เว็บ,1582
สภาผู้แทนราษฎร,1581
นิติบัญญัติ,1581
ของเสีย,1580
ผู้บังคับบัญชา,1578
ต่างด้าว,1578
สถานะ,1576
ทุ่ง,1576
แกน,1576
ที่พัก,1575
ต้องหา,1575
ผู้แต่ง,1575
ผู้เชี่ยวชาญ,1573
เสน่ห์,1573
ตัวเรา,1571
สภาพแวดล้อม,1570
ประมาท,1570
รบกวน,1568
อักเสบ,1567
ซอง,1566
ครั้น,1563
ร้องเพลง,1562
แบรนด์,1562
พฤศจิกายน,1562
ธี,1561
สอบถาม,1561
แหลม,1560
ยกมือ,1560
แคบ,1558
สีสัน,1557
เป้า,1556
ในขณะเดียวกัน,1555
คนรัก,1554
ลั่น,1552
ก่อนหน้านี้,1550
มี่,1547
แป้ง,1545
จ๊ะ,1545
ศึกษาธิการ,1543
เวียน,1538
จำแนก,1535
11,1534
โปร,1533
คิว,1532
ฉลอง,1529
เลว,1525
หนทาง,1524
ปน,1523
ซ่อม,1522
ทัศนะ,1521
เลิศ,1518
สน,1515
แบบจำลอง,1515
ตัวผู้,1514
ญา,1511
วงจร,1509
ร้องขอ,1508
ทรมาน,1507
กระบอก,1507
เผลอ,1507
สุโขทัย,1506
มุสลิม,1505
กฎเกณฑ์,1505
ละเมิด,1504
สมัยก่อน,1503
เปน,1503
ตบ,1502
น่ากลัว,1502
ต่อเมื่อ,1501
มิถุนายน,1500
ลัก,1498
อร,1498
ตีพิมพ์,1496
ทะ,1494
วร,1494
ธานี,1493
คุณวุฒิ,1493
วุฒิ,1492
ประชาสัมพันธ์,1492
เอฟ,1491
ประทับ,1491
ใส่ใจ,1490
พระบาทสมเด็จพระเจ้าอยู่หัว,1490
โผล่,1490
วิถี,1489
ประสานงาน,1488
ถอย,1488
น้องชาย,1488
ไข้,1488
ทว่า,1487
รสชาติ,1487
ขุด,1486
คอน,1485
วันหยุด,1484
ถาวร,1484
อ่อนโยน,1483
ปลอม,1483
อุ,1483
ประดิษฐ์,1480
ทั้งปวง,1479
คาดหวัง,1477
วรรณ,1477
อาร์,1475
ถนัด,1475
ด้อย,1474
คุณปู่,1474
ยั่งยืน,1472
สารเคมี,1472
สมดุล,1470
มรดก,1468
ตัวอักษร,1468
ซี่,1468
สามสิบ,1467
อย่างไรก็ดี,1467
หมั้น,1466
เฉลิม,1465
หลุม,1465
แผนก,1461
แย่ง,1460
ก้อง,1460
แต่ก่อน,1459
ราชา,1459
รวย,1458
แบบแผน,1458
จอ,1456
คลาย,1455
ทีวี,1454
ทะเลาะ,1454
ง,1454
กวน,1453
เอียง,1453
ลิน,1453
มหาชน,1451
ดีแล้ว,1451
ฮา,1451
แก่น,1450
ค้นคว้า,1450
ผู้สมัคร,1448
กุญแจ,1447
แอล,1446
ราชวงศ์,1446
ระยะทาง,1445
วิถีชีวิต,1445
มาเลเซีย,1444
ก่อนหน้า,1444
เอ็ด,1444
อาชญากรรม,1443
เป็นต้นมา,1443
เดี่ยว,1443
อนุสัญญา,1443
ดำเนินคดี,1441
เฮ้ย,1440
เมา,1440
โง่,1439
จักร,1437
ภูมิใจ,1435
คู่สมรส,1434
ทักทาย,1434
ไต,1434
โน่น,1432
เงย,1432
เพื่อนบ้าน,1431
ทางออก,1429
ควาย,1429
จม,1428
กลาย,1426
เวช,1426
สไตล์,1425
เด,1425
ประกวด,1424
ผิดหวัง,1424
แกะ,1423
นิดหน่อย,1423
เอ็ง,1423
สำเนา,1422
อ้อ,1421
นี่เอง,1420
ทุจริต,1419
สิงหาคม,1419
ถ่ายรูป,1418
นานา,1417
อนามัย,1416
คัด,1416
เหมา,1416
ปรา,1415
หลังคา,1412
เงินได้,1412
โมฆะ,1411
รำ,1410
สิงห์,1408
ขำ,1407
จักรยาน,1406
ไผ่,1405
โยน,1405
ชำนาญ,1403
ผู้ต้องหา,1401
ท้องฟ้า,1401
โก้,1398
ดังเช่น,1398
ต่อว่า,1397
เกษตรกรรม,1396
หอ,1396
ย่อ,1395
ชิด,1394
ดูด,1394
ขาดแคลน,1393
โชค,1393
ออม,1392
ค่าเช่า,1392
ทอ,1392
ซึม,1391
ทูต,1390
แทรก,1387
จ,1387
อีสาน,1384
เวียดนาม,1384
ความเร็ว,1382
ล้มเหลว,1382
สักหน่อย,1381
เทศบาล,1380
บูชา,1380
ถึงแม้ว่า,1379
ลิง,1379
พระเอก,1379
สนามบิน,1377
ทองคำ,1377
คุณหญิง,1377
เข็ม,1376
รับทราบ,1376
สามัญ,1376
ฟุตบอล,1376
ทุกที,1376
ข้างใน,1375
โล่ง,1373
พะเยา,1372
แกม,1369
จาง,1368
แม้กระทั่ง,1367
ภาคเหนือ,1367
โน้น,1367
ขัง,1365
ยุติ,1365
แฝง,1364
นวด,1362
เคลื่อนที่,1362
เอาแต่,1360
ข้างนอก,1359
ฉุกเฉิน,1357
ศักดิ์สิทธิ์,1355
บีบ,1355
สงค์,1355
ข้อสรุป,1354
บุก,1354
ปรุง,1353
ด่วน,1353
ค้น,1351
นักร้อง,1349
อ่อนแอ,1349
ควัน,1347
รูปทรง,1343
หงุดหงิด,1343
ฉีด,1343
ทัก,1342
สาน,1341
นุ่ม,1341
ท่อน,1338
บาร์,1338
ขีด,1337
วน,1337
เกอร์,1337
ส่วนรวม,1336
ผู้ตาย,1336
ประกันภัย,1335
ทวีป,1334
สุร,1334
ถึงขนาด,1333
เกี่ยว,1332
ตรัส,1332
แพร่หลาย,1328
สวด,1327
นานาชาติ,1324
ผู้ชม,1324
ขวาง,1323
ตุ๊กตา,1323
ก็แล้วกัน,1323
วาน,1322
สืบสวน,1321
สิริ,1321
ผัด,1321
เจ้าพนักงาน,1320
มั้ง,1319
เสาร์,1319
มูล,1319
เชื่อถือ,1319
หลอดเลือด,1318
สุจริต,1318
รับใช้,1318
14,1318
ความถี่,1318
เว้น,1317
วงเงิน,1317
ครบถ้วน,1316
ในขณะนั้น,1316
งู,1315
พิพิธภัณฑ์,1314
กึ่ง,1314
พึ่งพา,1313
กับข้าว,1313
ฟรี,1313
ประมวลกฎหมาย,1312
สกุล,1312
นพ,1312
มหาศาล,1312
หัด,1311
สถาปัตยกรรม,1311
อาณาจักร,1310
เงินกู้,1309
สำรอง,1308
ข้อจำกัด,1308
ราก,1307
ทีนี้,1307
มารยาท,1306
ทางเดิน,1305
ซาน,1301
พระนาง,1300
วัตถุดิบ,1299
สิน,1298
ยุทธศาสตร์,1298
เตรียมตัว,1298
ภู,1298
ปอด,1298
อิเล็กทรอนิกส์,1295
คริสต์,1292
อ้างอิง,1292
เข่า,1292
นายทุน,1292
แนะแนว,1292
ตอบรับ,1291
เจ้าฟ้า,1290
เสียดาย,1289
ท้าทาย,1289
เงินทุน,1289
แผ่,1288
ออสเตรเลีย,1287
สลาย,1286
ต่อหน้า,1285
เดช,1285
อย่างเช่น,1285
ปลุก,1285
ทำเอา,1284
วุฒิสภา,1284
พงศ์,1283
อ้าย,1283
เปรียบ,1282
ออ,1282
ศิลป์,1282
แถลง,1281
รัฐศาสตร์,1281
เช็ค,1280
เนื่อง,1279
ของขวัญ,1278
ช่องทาง,1278
เกาหลี,1277
เห็นใจ,1273
แตะ,1273
จิน,1272
เซอร์,1272
บ,1270
พลาสติก,1268
กุญแจเสียง,1267
เลขานุการ,1266
อึ้ง,1265
ธุระ,1265
รับจ้าง,1265
วิเศษ,1264
ลอ,1264
ผู้ว่าราชการ,1263
ทิพย์,1263
แซม,1263
สติปัญญา,1262
จอม,1262
ภา,1261
ค้าขาย,1261
ดาบ,1260
อ่ะ,1260
หาด,1259
ปราสาท,1259
เป็นต้นไป,1256
แหม,1256
ชล,1256
นิติบุคคล,1256
สมุด,1255
ชายฝั่ง,1255
ให้ออก,1253
ครีม,1253
ความมั่นใจ,1252
เมล็ด,1252
ยาน,1251
ปีก,1251
ก่อตั้ง,1250
ลูกหนี้,1250
สังคมนิยม,1249
ยืม,1248
รั้ว,1247
เลีย,1247
ตรงกัน,1246
ต่อรอง,1245
น้ำใจ,1245
ใบไม้,1244
ขุนนาง,1244
ท้องที่,1242
เด็กชาย,1241
ต่างจังหวัด,1241
คลุม,1241
พูดจา,1240
ทรัพยากรธรรมชาติ,1239
เข้าหา,1238
แอน,1237
เศรษฐี,1236
นักกีฬา,1236
อืม,1235
อัด,1234
แปร,1234
คมนาคม,1234
เอื้อ,1232
คล้ายคลึง,1232
กราบ,1230
ยุบ,1230
เมื่อใด,1229
ห้าง,1229
สุก,1229
ผัว,1228
ประยุกต์,1227
วิกฤติ,1226
รูปธรรม,1225
เจ้าพระยา,1224
แล่น,1224
บันดาล,1223
เมฆ,1222
เฮ้อ,1222
จุฬาลงกรณ์,1221
เบื้องหลัง,1220
วัฒน์,1220
ด้านหน้า,1219
ขจัด,1218
เลยทีเดียว,1217
เจ้าตัว,1217
บริหารงาน,1216
พิทักษ์,1216
เน็ต,1216
อึดอัด,1215
ม่วง,1213
จักรวาล,1213
มาริ,1213
เคลื่อนย้าย,1212
คุ้ม,1211
กู้ยืม,1211
โอ๊ย,1211
บ่,1211
ประหาร,1210
16,1209
ดัชนี,1209
อุทธรณ์,1206
จอง,1206
ตาก,1204
พอเพียง,1204
พลเรือน,1204
เวร,1204
ประท้วง,1203
วิกฤต,1203
โบ,1203
สงเคราะห์,1202
ก้น,1202
ฝ่ายค้าน,1201
ใหญ่โต,1200
บัณฑิต,1200
สมุนไพร,1199
วาท,1199
กั้น,1197
คนร้าย,1194
ทัพ,1194
โจร,1194
ครอบงำ,1193
ภริยา,1193
ทัวร์,1192
พริก,1192
ร่า,1192
แหง,1191
13,1190
ประมูล,1190
แลก,1190
ขยัน,1189
เหงา,1189
หม้อ,1188
เกล้า,1188
งา,1187
มั่น,1186
สงครามโลก,1186
ดวงจันทร์,1186
เขิน,1185
สุวรรณ,1185
เขมร,1184
โรม,1183
เอื้อม,1183
เขื่อน,1182
ทิ,1182
ศีล,1182
ดอน,1181
ยี่ห้อ,1180
เคาะ,1180
ชะงัก,1180
เอาชนะ,1178
ผู้โดยสาร,1177
รับราชการ,1177
ระวาง,1176
เกลือ,1176
นวนิยาย,1176
เครือ,1175
เลี่ยง,1175
แหวน,1175
บาป,1174
บารมี,1172
กัมพูชา,1172
ส่งเสียง,1171
น้ำเงิน,1170
เมเจอร์,1170
ทัศน์,1170
โกหก,1168
อาวุโส,1168
อิตาลี,1167
ได้เสีย,1167
ขอร้อง,1167
บก,1166
ตามใจ,1166
กระซิบ,1166
คติ,1166
คิ,1165
แววตา,1164
ดัดแปลง,1164
เข้มข้น,1164
นวล,1162
จราจร,1162
อุ่น,1162
เซ็น,1161
ลวดลาย,1161
เทศกาล,1160
แคน,1160
สวัสดี,1160
กวาด,1158
ซ้อม,1158
เสพ,1158
พื้นบ้าน,1157
18,1156
ปีงบประมาณ,1156
เพิกถอน,1152
วิตามิน,1152
แพร่,1152
พันธ์,1150
โบสถ์,1150
เน่า,1150
พิธีกรรม,1150
ภพ,1148
แนบ,1147
คำปรึกษา,1145
คนจน,1145
เปื้อน,1145
ความพร้อม,1144
ขู่,1142
เสียที,1141
ร่ม,1141
รังสี,1140
อังคาร,1139
กรี๊ด,1139
รากฐาน,1137
อินโดนีเซีย,1137
อันดี,1133
กรุณา,1133
ปอนด์,1132
จุดมุ่งหมาย,1132
ภาคกลาง,1131
ที่นอน,1131
สุภาพ,1131
ล้ำ,1130
บีม,1130
สกปรก,1129
ชาม,1127
โจ,1127
รำคาญ,1127
ปาน,1125
มั่ง,1125
รั่ว,1124
สินเชื่อ,1124
ชี,1124
ขณะนั้น,1123
เครื่องจักร,1123
แอร์,1122
สันติ,1122
เด็กหญิง,1122
ร,1122
คอล,1121
เสถียรภาพ,1121
แบก,1120
เจน,1119
กุ,1119
โปรดเกล้า,1119
ย้อนกลับ,1118
เจ็บป่วย,1117
ว่ายน้ำ,1117
จำต้อง,1116
อุ้ม,1115
ป้อม,1114
ผู้ว่า,1113
สุดยอด,1113
ดึก,1113
ไอค์,1113
ยุ่งยาก,1112
บรรเทา,1112
ไว้วางใจ,1111
เจ้าหนี้,1111
เผด็จการ,1110
ฝา,1110
การณ์,1110
นางเอก,1109
สุนัข,1109
สัม,1109
สมุทร,1108
จู,1108
ท้าว,1108
รังเกียจ,1107
สืบทอด,1106
ชื่น,1106
พลเมือง,1105
เก,1105
เถียง,1105
เชือก,1105
เต้,1105
บวช,1104
กอส,1103
นิทรรศการ,1101
มูลฝอย,1101
ตะวัน,1100
ใจดี,1100
ปก,1100
ยืดหยุ่น,1100
กิ่ง,1100
ชาดก,1100
พนักงานสอบสวน,1099
เผื่อ,1098
ข้าวของ,1098
อาสา,1097
ฝุ่น,1097
เดอร์,1096
ฤดูกาล,1095
ห่างไกล,1095
ชัน,1095
ยัน,1093
ประเสริฐ,1093
เชิด,1093
แบ่งแยก,1092
เครดิต,1092
นัง,1092
รหัส,1091
เก่าแก่,1090
หลับตา,1088
กรรมาธิการ,1088
เป่า,1088
ใคร่,1086
นิสิต,1085
ซาก,1085
ชะลอ,1084
